,loss,Recon_loss,Mre_loss
0,0.04234227761127877,0.04100335071666982,0.0013389266037653173
1,0.02807465300935766,0.02664548386025389,0.0014291688271122283
2,0.02094075410785683,0.019516729759083543,0.0014240245734276032
3,0.01886368050149651,0.017443517391199252,0.0014201631091292138
4,0.01617867724477846,0.014757820202604584,0.001420857090550478
5,0.014958065750706556,0.013518450264647652,0.001439615457247083
6,0.013952806511003038,0.01248574160649924,0.0014670649615434125
7,0.012960825486102431,0.011506893323192428,0.0014539321189135763
8,0.012535029645373789,0.01106957307889011,0.0014654565886765669
9,0.01162388901472291,0.010177728582958514,0.0014461602779715804
10,0.011223654895024157,0.00975787241547602,0.0014657824711771339
11,0.011127285880463378,0.009663073261919428,0.0014642127040060344
12,0.011127787576770303,0.009649960891060207,0.0014778267402189432
13,0.010803331605417275,0.009350444514142431,0.001452887161357646
14,0.010610280007148866,0.009142865043719079,0.0014674150101516557
15,0.009727915667969248,0.008258458740859726,0.0014694569286669177
16,0.009177679030916165,0.007708611680088832,0.00146906726283448
17,0.009281870298536127,0.007811596082915929,0.0014702742537763905
18,0.008775686567966954,0.00730713063938213,0.0014685560617421483
19,0.008402985321314239,0.0069365240726931435,0.0014664612603015625
20,0.008050466406417631,0.0065789893456426355,0.0014714769661632121
21,0.007712026179634209,0.006239218833579068,0.0014728073448870942
22,0.007217292427817316,0.005754732975368715,0.0014625594695799526
23,0.0075658798719254825,0.006088359751754182,0.0014775201049866933
24,0.006826119014625764,0.005357072701098329,0.0014690463133327613
25,0.006191576466612194,0.004724511481123824,0.0014670649831522767
26,0.005868634682485092,0.004405484111188447,0.0014631505533865962
27,0.005912845499539455,0.004448224292806409,0.0014646211779212274
28,0.005794946770853422,0.004328457970346595,0.0014664888402204151
29,0.005536342810615149,0.0040651445034081525,0.001471198304870904
30,0.005349715230955328,0.003890015268978666,0.0014596999119453281
31,0.005113381004727206,0.0036501542978100853,0.0014632266921218622
32,0.005052774485798684,0.0035871996226592806,0.0014655748475654467
33,0.004866638850034479,0.0033969645821380376,0.0014696742371378784
34,0.00476469863268444,0.003297906744303213,0.0014667919086273698
35,0.0047947769380333434,0.0033313141011299696,0.001463462776748968
36,0.0047476273606279025,0.003276213493515865,0.0014714139056575786
37,0.004638901973971755,0.003173923247609051,0.0014649787423260086
38,0.0047049973748723994,0.0032393593858167477,0.0014656379579077398
39,0.004709085606873335,0.003234617738364682,0.0014744678282110413
40,0.004497388181553836,0.003032615046206874,0.001464773123861169
41,0.00465306073402282,0.0031890378724534476,0.0014640228413232293
42,0.0046958169840699854,0.003229605449039651,0.0014662114914232572
43,0.004408506887581785,0.0029381596721571725,0.0014703472709068311
44,0.004328088338072583,0.0028600937680630977,0.001467994562611856
45,0.004238698733534452,0.0027740413741984197,0.0014646572964075162
46,0.004168233625516046,0.002697142893074697,0.0014710907269904646
47,0.0042441091718258064,0.002776730787725403,0.0014673783704731926
48,0.004191523671685952,0.00272457412892585,0.0014669495517151262
49,0.004265168069684286,0.0027974427103012005,0.0014677253480919678
50,0.004068805295724833,0.0025980634183426663,0.0014707418773821665
51,0.004201441604556846,0.0027343514523341206,0.0014670901868747777
52,0.004174341556669079,0.002706033870714863,0.0014683076921837984
53,0.004058403093025188,0.002588514727618184,0.0014698883399046508
54,0.003972276433193464,0.002502551308543387,0.0014697251055719811
55,0.0038745045719549907,0.0024067819551455735,0.001467722611553207
56,0.0038599456383233087,0.0023931810822350325,0.0014667645771131168
57,0.003896832986295622,0.0024300259055202223,0.0014668070908984711
58,0.0038169505803481393,0.0023502793803929435,0.0014666711738688192
59,0.0037841491859069835,0.002316217021518278,0.0014679321507614941
60,0.004198208475410689,0.0027246834822372847,0.0014735250361477895
61,0.003955324289441906,0.0024904393860416167,0.0014648848823754484
62,0.0037504108490291547,0.002282755637859122,0.0014676551675629557
63,0.00367867052991155,0.002213207533720096,0.0014654630222778306
64,0.0036604000865964586,0.0021907918592821494,0.0014696081829285342
65,0.0036467431715835994,0.002181977122386662,0.001464766076159349
66,0.0036321202453450116,0.0021664517858442553,0.0014656684621288613
67,0.0036662950002927844,0.0022012925672541097,0.001465002430507907
68,0.0036407859316936702,0.002176967942401966,0.0014638179998041245
69,0.003627222247832894,0.0021582407301391497,0.0014689815609114725
70,0.003603561740854512,0.002141743271539991,0.001461818482941733
71,0.004182719038394483,0.002716661233884784,0.0014660578076244896
72,0.00376434139222106,0.002296657314723401,0.0014676840677639363
73,0.004641585198408585,0.003173092064793443,0.0014684931386766775
74,0.0043440400264584105,0.0028749490343657224,0.0014690909920926875
75,0.003809847494425333,0.002347555722851294,0.0014622917709900159
76,0.003587993983970488,0.0021211936334802157,0.0014668003465359474
77,0.0035405312088570466,0.002076118356738252,0.0014644128657460064
78,0.003489854589827284,0.0020202119580865602,0.0014696426547123088
79,0.003453338246973213,0.00198867586815113,0.0014646624000415978
80,0.0035032199105453432,0.002033775473748611,0.0014694444367967321
81,0.0034290727525388815,0.0019665563465049336,0.0014625163832570373
82,0.003362153020584613,0.001895925806473978,0.0014662272089517622
83,0.0033991617013553912,0.0019327069906810654,0.0014664547028873478
84,0.0033190768526673914,0.001852508415514759,0.0014665684464970062
85,0.0033720088577564545,0.0019074890935438433,0.0014645197922457322
86,0.0033385362884926807,0.0018722742907298,0.0014662620016807038
87,0.0033302572361165565,0.0018651326059248535,0.0014651246488804502
88,0.003274828999966732,0.001810316134237974,0.001464512861056571
89,0.0032425622524301146,0.0017764313795905946,0.001466130875954311
90,0.0032343465093535723,0.0017716281036581581,0.0014627184130930433
91,0.003227616009305552,0.001764539423644742,0.0014630766090217443
92,0.0032475085829362822,0.001785100312330402,0.0014624082904626742
93,0.0032323431379370467,0.001768213606838224,0.0014641295384964516
94,0.00334061158160651,0.0018730641924386787,0.0014675474230411859
95,0.0032389448919834998,0.0017771793565990086,0.0014617655333404097
96,0.003167706426469777,0.0017058491947465767,0.001461857194345706
97,0.0031175495196993533,0.0016523793489239289,0.0014651701481931884
98,0.003137717782722219,0.0016737599868053277,0.0014639578146056387
99,0.003106573292904574,0.0016440347239630526,0.001462538545191238
